steamid,cluster_kmeans,cluster_gmm
76561198338219143,1.0,1.0
76561197993312863,1.0,1.0
76561198112672661,1.0,1.0
76561198096609152,1.0,1.0
76561198350679649,1.0,1.0
76561197996943649,0.0,0.0
76561199383273506,1.0,1.0
76561197960643486,1.0,1.0
76561198025038660,0.0,0.0
76561198046621479,1.0,1.0
76561198025223542,1.0,1.0
76561198024038675,1.0,0.0
76561198125238941,0.0,0.0
76561198136969425,0.0,0.0
76561198039417534,1.0,1.0
76561198041625770,1.0,1.0
76561197967055456,0.0,0.0
76561198004859223,1.0,1.0
76561198002555892,1.0,1.0
76561197979911851,1.0,1.0
76561198101049562,1.0,0.0
76561198073789253,0.0,0.0
76561198087088306,0.0,0.0
76561198333940820,1.0,1.0
76561197991361144,1.0,1.0
76561198098080821,1.0,1.0
76561198043898087,1.0,1.0
76561197972542742,1.0,1.0
76561198121398682,1.0,1.0
76561198030273896,0.0,0.0
76561198027904347,1.0,0.0
76561198016344025,1.0,1.0
76561198043720348,1.0,1.0
76561198095241695,0.0,0.0
76561198007802153,1.0,1.0
76561197985000161,1.0,1.0
76561198020051378,1.0,1.0
76561197985269540,0.0,0.0
76561198015904504,1.0,1.0
76561198025257831,0.0,0.0
76561197991991520,1.0,1.0
76561198137376448,1.0,1.0
76561198280830500,0.0,0.0
76561197980206308,0.0,0.0
76561198046242117,0.0,0.0
76561198058781656,1.0,1.0
76561198056047449,0.0,0.0
76561198045737785,1.0,1.0
76561198438963871,0.0,0.0
76561197979084213,1.0,0.0
76561197961621019,0.0,0.0
76561197993745077,1.0,1.0
76561197995594353,1.0,1.0
76561198068270261,1.0,1.0
76561198102339835,1.0,0.0
76561198002839561,1.0,1.0
76561198066148879,1.0,1.0
76561198003093454,1.0,1.0
76561198021536460,1.0,1.0
76561197973883957,0.0,0.0
76561197978114813,0.0,0.0
76561198273331891,1.0,1.0
76561198019078835,0.0,0.0
76561198352269269,1.0,1.0
76561197991141199,1.0,1.0
76561197991213990,1.0,1.0
76561198150023286,1.0,1.0
76561198035848155,1.0,1.0
76561197972436190,1.0,0.0
76561198046588672,1.0,1.0
76561197980146038,1.0,1.0
76561198021038522,1.0,1.0
76561198042395850,0.0,0.0
76561198010287383,1.0,1.0
76561198257422651,1.0,1.0
76561198040923840,1.0,1.0
76561198040161412,1.0,0.0
76561197999392948,1.0,1.0
76561198016019048,1.0,1.0
76561197995138062,0.0,0.0
76561198046680021,0.0,0.0
76561198079972348,1.0,0.0
76561198030926535,0.0,0.0
76561198023794868,0.0,0.0
76561198046978149,1.0,1.0
76561197982507630,1.0,1.0
76561197981690710,0.0,0.0
76561198023114147,1.0,1.0
76561198050615194,0.0,0.0
76561198139084236,1.0,1.0
76561198340310727,1.0,1.0
76561198051745012,0.0,0.0
76561197991715731,1.0,1.0
76561198170269198,0.0,0.0
76561197971320635,1.0,1.0
76561197994014911,1.0,1.0
76561198021125310,0.0,0.0
76561197999726935,0.0,0.0
76561197997740965,1.0,1.0
76561198080141083,1.0,1.0
76561198045195189,1.0,1.0
76561197970761123,0.0,0.0
76561197979042906,1.0,1.0
76561198041080728,0.0,0.0
76561198040296837,1.0,1.0
76561198331237133,1.0,1.0
76561197969158018,0.0,0.0
76561198091484468,1.0,1.0
76561198031679484,0.0,0.0
76561198078207454,1.0,0.0
76561198048453468,1.0,1.0
76561198030118274,0.0,0.0
76561198023692991,1.0,0.0
76561198104557457,0.0,0.0
76561197963040896,0.0,0.0
76561197989807190,0.0,0.0
76561198347518030,1.0,1.0
76561198024546321,1.0,1.0
76561198008037678,1.0,1.0
76561198081293192,0.0,0.0
76561197960436666,0.0,0.0
76561198000667675,1.0,1.0
76561198016649670,0.0,0.0
76561197974783215,0.0,0.0
76561197993881753,1.0,0.0
76561198291929988,1.0,1.0
76561198121767373,1.0,1.0
76561198005601881,1.0,1.0
76561198018148205,0.0,0.0
76561198009108702,1.0,1.0
76561198118604647,1.0,1.0
76561198042633209,1.0,1.0
76561197975567911,1.0,1.0
76561198025445358,1.0,1.0
76561197988262272,1.0,1.0
76561198059515974,0.0,0.0
76561198063952731,1.0,1.0
76561197992700592,0.0,0.0
76561198027112798,1.0,0.0
76561198062600893,1.0,1.0
76561198146593189,1.0,0.0
76561198036891788,1.0,1.0
76561197991231880,0.0,0.0
76561198070644433,1.0,1.0
76561198060563982,0.0,0.0
76561198004842665,1.0,0.0
76561198262904340,1.0,1.0
76561197998666522,1.0,0.0
76561198081961727,1.0,1.0
76561197971115174,1.0,1.0
76561198090812798,0.0,0.0
76561198041506271,0.0,0.0
76561198078103345,0.0,0.0
76561198067261759,1.0,1.0
76561198156021248,0.0,0.0
76561198200501842,1.0,1.0
76561197979718121,0.0,0.0
76561198045407759,1.0,1.0
76561197965325226,1.0,1.0
76561197964473408,1.0,1.0
76561198006697906,1.0,1.0
76561198085529088,1.0,1.0
76561199055203334,1.0,1.0
76561198029028690,1.0,1.0
76561197966873544,1.0,0.0
76561198035201897,0.0,0.0
76561198021940873,0.0,0.0
76561198064410530,1.0,0.0
76561198060934212,1.0,1.0
76561198046743901,0.0,0.0
76561198060628914,0.0,0.0
76561197970479807,1.0,1.0
76561198062901118,1.0,1.0
76561198042619229,1.0,1.0
76561197988672858,1.0,1.0
76561198051675786,0.0,0.0
76561198090664778,0.0,0.0
76561198042978992,1.0,1.0
76561198004418141,1.0,1.0
76561198089801281,1.0,1.0
76561198013205483,0.0,0.0
76561197993397600,1.0,0.0
76561198035422338,0.0,0.0
76561198017412459,0.0,0.0
76561198030808810,1.0,1.0
76561198121733143,0.0,0.0
76561198026840458,0.0,0.0
76561198066765397,1.0,1.0
76561198028015677,0.0,0.0
76561198093579202,1.0,1.0
76561198010181228,1.0,1.0
76561198081301799,1.0,1.0
76561197962545891,0.0,0.0
76561197968671893,1.0,1.0
76561198038939593,0.0,0.0
76561198097690532,1.0,1.0
76561198074104374,0.0,0.0
76561198282411763,0.0,0.0
76561198042896883,1.0,1.0
76561197996707987,1.0,0.0
76561198059216394,1.0,1.0
76561197994839062,1.0,1.0
76561197965964690,1.0,1.0
76561198128679947,1.0,0.0
76561198056893819,1.0,1.0
76561198143142509,1.0,1.0
76561198019521530,1.0,1.0
76561198024823934,1.0,1.0
76561198133372348,0.0,0.0
76561198078528278,1.0,1.0
76561198031919117,1.0,1.0
76561198043996154,0.0,0.0
76561198078178103,0.0,0.0
76561198142797852,0.0,0.0
76561198128785478,1.0,1.0
76561198000257885,1.0,1.0
76561198136277601,1.0,0.0
76561198039031102,0.0,0.0
76561198320249287,0.0,0.0
76561198077644112,1.0,1.0
76561198039406214,0.0,0.0
76561197979934386,1.0,1.0
76561199004069906,1.0,1.0
76561198075984299,0.0,0.0
76561198063392506,1.0,0.0
76561199246239668,1.0,1.0
76561198437120190,1.0,1.0
76561198024812661,0.0,0.0
76561198019020335,0.0,0.0
76561197983524304,0.0,0.0
76561198095807119,0.0,0.0
76561198025670883,1.0,0.0
76561198060871246,1.0,1.0
76561198103123646,1.0,0.0
76561198370061003,0.0,0.0
76561198060639097,1.0,1.0
76561197988052802,1.0,1.0
76561197998337907,0.0,0.0
76561198020067850,1.0,1.0
76561198179992770,1.0,1.0
76561198063563156,0.0,0.0
76561198003183913,1.0,1.0
76561197960799550,0.0,0.0
76561198067439789,1.0,0.0
76561197998179570,1.0,1.0
76561197991425851,0.0,0.0
76561198007536546,1.0,0.0
76561197963212954,0.0,0.0
76561198054553341,1.0,1.0
76561198064609090,0.0,0.0
76561198263784049,0.0,0.0
76561198066543155,0.0,0.0
76561197972179425,0.0,0.0
76561197971643307,0.0,0.0
76561198026465332,1.0,1.0
76561197977654536,1.0,1.0
76561198002874064,1.0,1.0
76561197993215917,1.0,0.0
76561198112009549,1.0,1.0
76561197986775284,0.0,0.0
76561197975931257,1.0,0.0
76561198046360202,1.0,1.0
76561198373611339,1.0,1.0
76561198299988956,1.0,1.0
76561198082623478,1.0,1.0
76561198004393508,1.0,1.0
76561198042611397,1.0,1.0
76561197997124628,1.0,1.0
76561198018742597,0.0,0.0
76561198309762695,0.0,0.0
76561197992274874,1.0,1.0
76561199107784153,1.0,1.0
76561198135780449,1.0,0.0
76561198388606792,1.0,1.0
76561198013261863,0.0,0.0
76561198302923503,1.0,1.0
76561197997240220,1.0,1.0
76561198097666040,1.0,0.0
76561198064409203,1.0,1.0
76561198025463060,1.0,1.0
76561197962737643,0.0,0.0
76561198001622086,1.0,1.0
76561198022807781,1.0,1.0
76561197970532816,1.0,1.0
76561197972731767,1.0,1.0
76561199010174438,0.0,0.0
76561198125123765,1.0,0.0
76561198003078338,0.0,0.0
76561198043607469,1.0,1.0
76561197974742349,1.0,1.0
76561198066945046,0.0,0.0
76561197987034326,1.0,1.0
76561199108437662,1.0,1.0
76561198136397211,1.0,1.0
76561198120594540,1.0,1.0
76561197987296023,1.0,1.0
76561197990384173,1.0,1.0
76561197998105505,0.0,0.0
76561198036102917,1.0,1.0
76561198946305329,1.0,1.0
76561198052442092,1.0,1.0
76561198018534147,0.0,0.0
76561198003213686,1.0,1.0
76561198000562069,0.0,0.0
76561198053605081,1.0,1.0
76561198029023990,1.0,1.0
76561197972745621,1.0,1.0
76561197963550511,1.0,1.0
76561197960485586,0.0,0.0
76561198031220488,1.0,0.0
76561198087733716,1.0,1.0
76561198013143519,1.0,1.0
76561198011348528,1.0,1.0
76561197974283794,1.0,1.0
76561197971576301,1.0,0.0
76561197971348591,1.0,0.0
76561198000459192,1.0,1.0
76561198025796747,0.0,0.0
76561198052125808,1.0,1.0
76561197989187753,1.0,1.0
76561197971981160,0.0,0.0
76561198081156647,1.0,0.0
76561197971437698,0.0,0.0
76561198075749816,1.0,1.0
76561198020850053,1.0,1.0
76561198193698835,1.0,1.0
76561198015122447,1.0,1.0
76561198119652767,1.0,1.0
76561198026221093,1.0,1.0
76561198140831121,0.0,0.0
76561198029593271,1.0,0.0
76561198013680011,1.0,1.0
76561197985238561,0.0,0.0
76561197988445370,1.0,1.0
76561197990912078,1.0,1.0
76561198067950201,1.0,1.0
76561198169462091,0.0,0.0
76561197982655680,1.0,0.0
76561197988437395,1.0,1.0
76561198092258220,1.0,0.0
76561197985194039,1.0,1.0
76561197960393604,1.0,1.0
76561198028866149,0.0,0.0
76561198077248235,1.0,0.0
76561197970850127,0.0,0.0
76561198112313168,1.0,1.0
76561197978017307,0.0,0.0
76561197986862386,1.0,1.0
76561198034698530,1.0,0.0
76561198041323297,1.0,0.0
76561197961048460,1.0,1.0
76561199086098585,1.0,1.0
76561198048430200,0.0,0.0
76561198864851315,0.0,0.0
76561198162722657,1.0,1.0
76561198029049127,1.0,1.0
76561198282335679,1.0,0.0
76561198124738753,0.0,0.0
76561197967576247,1.0,1.0
76561198003048979,0.0,0.0
76561198021422660,0.0,0.0
76561198096655954,0.0,0.0
76561198273714027,1.0,1.0
76561198022852314,1.0,1.0
76561199041710124,1.0,1.0
76561198023791161,0.0,0.0
76561198034574711,1.0,1.0
76561198096019960,0.0,0.0
76561197989342663,0.0,0.0
76561198366638721,1.0,0.0
76561198068624982,0.0,0.0
76561198173634835,1.0,1.0
76561197991243081,1.0,1.0
76561197987453398,1.0,1.0
76561198145427903,1.0,0.0
76561197962061039,0.0,0.0
76561198003246975,1.0,0.0
76561198093799893,0.0,0.0
76561197994729999,1.0,1.0
76561197998776409,1.0,1.0
76561198021436484,1.0,1.0
76561198047270545,1.0,0.0
76561198029925667,0.0,0.0
76561198024981381,0.0,0.0
76561198002956670,1.0,1.0
76561197976001012,1.0,0.0
76561198322530254,0.0,0.0
76561198009471319,0.0,0.0
76561198066694652,1.0,1.0
76561197992174178,0.0,0.0
76561197967503679,0.0,0.0
76561197969991065,1.0,1.0
76561198064614327,1.0,0.0
76561198149424034,1.0,1.0
76561198065795715,1.0,1.0
76561197987755126,1.0,1.0
76561198187580027,1.0,1.0
76561198279067706,1.0,1.0
76561198044531564,0.0,0.0
76561198065892602,1.0,1.0
76561197982720629,1.0,1.0
76561197966618551,1.0,1.0
76561198972315676,0.0,0.0
76561197993529677,0.0,0.0
76561198089611316,0.0,0.0
76561198036541930,1.0,1.0
76561197974786730,1.0,1.0
76561197990093159,1.0,1.0
76561198000935729,0.0,0.0
76561199143126237,1.0,1.0
76561197964454963,1.0,1.0
76561198075447635,0.0,0.0
76561198022620733,0.0,0.0
76561198076999456,0.0,0.0
76561198033103032,1.0,1.0
76561197981732215,1.0,1.0
76561198050854730,1.0,1.0
76561197970312414,1.0,0.0
76561198054960169,0.0,0.0
76561197984235967,1.0,1.0
76561198029374030,1.0,1.0
76561197970377585,0.0,0.0
76561197978569122,0.0,0.0
76561198071922719,1.0,1.0
76561198403370432,1.0,0.0
76561198029800969,1.0,0.0
76561197975942806,1.0,1.0
76561197962767542,0.0,0.0
76561197964222909,1.0,1.0
76561197984813768,1.0,1.0
76561198142329708,1.0,1.0
76561197991584508,1.0,0.0
76561198078498143,0.0,0.0
76561198079213042,0.0,0.0
76561198861426666,1.0,1.0
76561198299932182,1.0,1.0
76561198262860208,1.0,1.0
76561198000574093,0.0,0.0
76561197989374217,1.0,1.0
76561198016291889,0.0,0.0
76561198006268774,1.0,1.0
76561197987089584,0.0,0.0
76561198993697628,0.0,0.0
76561197972256700,1.0,1.0
76561198080106269,0.0,0.0
76561198001537536,1.0,1.0
76561197965165543,0.0,0.0
76561198286311746,0.0,0.0
76561198034385973,1.0,1.0
76561197966930309,1.0,1.0
76561198034536984,0.0,0.0
76561198275249113,1.0,0.0
76561197995434036,1.0,1.0
76561198030225688,1.0,1.0
76561198031837797,1.0,1.0
76561197995588045,1.0,1.0
76561197978201633,1.0,1.0
76561198005230618,1.0,1.0
76561197960405174,1.0,1.0
76561198086107514,0.0,0.0
76561198170081071,0.0,0.0
76561197998617324,0.0,0.0
76561197963473450,1.0,1.0
76561198053070206,0.0,0.0
76561198030277114,1.0,1.0
76561198176059619,1.0,1.0
76561198119067891,0.0,0.0
76561197979169919,0.0,0.0
76561198196483042,1.0,1.0
76561198416224768,1.0,1.0
76561198007989044,1.0,0.0
76561198072678486,1.0,1.0
76561198216975279,0.0,0.0
76561198057945441,1.0,1.0
76561198077603629,1.0,1.0
76561198072129087,1.0,1.0
76561198049442527,1.0,1.0
76561198011368261,0.0,0.0
76561198004754538,1.0,1.0
76561197994774108,0.0,0.0
76561198025781024,1.0,1.0
76561198035188248,0.0,0.0
76561198844550932,0.0,0.0
76561198002973360,1.0,0.0
76561197982606807,1.0,1.0
76561198112667420,0.0,0.0
76561197994120127,1.0,0.0
76561198028056626,0.0,0.0
76561197960351734,1.0,1.0
76561198230358608,1.0,0.0
76561197984900990,0.0,0.0
76561198002734128,1.0,1.0
76561198090598330,0.0,0.0
76561198028421529,1.0,0.0
76561198007220143,1.0,0.0
76561198045925412,1.0,0.0
76561198120101132,1.0,1.0
76561197960547315,1.0,0.0
76561198038056805,1.0,0.0
76561198010323350,0.0,0.0
76561198008085425,0.0,0.0
76561197962287503,1.0,1.0
76561198048979421,1.0,0.0
76561198084691345,1.0,1.0
76561198855518804,0.0,0.0
76561198057552595,1.0,1.0
76561197970792411,1.0,1.0
76561198049212147,1.0,1.0
76561198109871307,1.0,1.0
76561198055677691,1.0,1.0
76561198036714867,1.0,0.0
76561197996503861,0.0,0.0
76561197966479359,0.0,0.0
76561198881358611,0.0,0.0
76561198051227320,1.0,1.0
76561198026506133,1.0,1.0
76561198035839569,0.0,0.0
76561198104956330,1.0,0.0
76561198121716572,1.0,0.0
76561197970423195,1.0,1.0
76561198007893547,1.0,1.0
76561198037085103,0.0,0.0
76561198044596404,1.0,1.0
76561198057498761,1.0,0.0
76561197982793768,0.0,0.0
76561198978667010,1.0,1.0
76561198170985497,0.0,0.0
76561198036803371,0.0,0.0
76561198428261375,1.0,1.0
76561198218497305,1.0,1.0
76561198009744465,1.0,1.0
76561198083542059,1.0,1.0
76561197979584400,1.0,1.0
76561198117798611,0.0,0.0
76561197972482791,0.0,0.0
76561198163638022,1.0,1.0
76561198006725990,1.0,1.0
76561198040779532,0.0,0.0
76561198040802503,0.0,0.0
76561198071227141,0.0,0.0
76561197993435132,1.0,0.0
76561198252374474,1.0,1.0
76561198044196794,0.0,0.0
76561198070472588,1.0,1.0
76561197975257757,0.0,0.0
76561198074545639,0.0,0.0
76561198040014019,1.0,0.0
76561198005235749,1.0,1.0
76561197998816333,1.0,0.0
76561198014817175,0.0,0.0
76561197980688855,1.0,1.0
76561197989217266,0.0,0.0
76561198087759720,0.0,0.0
76561198309643622,1.0,0.0
76561198408792535,1.0,1.0
76561197970356119,1.0,1.0
76561198052138190,0.0,0.0
76561198002805794,0.0,0.0
76561197970964921,0.0,0.0
76561198009015400,1.0,1.0
76561197970724214,1.0,1.0
76561197972654006,1.0,1.0
76561197985021868,0.0,0.0
76561198117143056,1.0,0.0
76561197996919908,0.0,0.0
76561198052850469,1.0,0.0
76561198049902675,1.0,1.0
76561198027036398,1.0,1.0
76561198009717070,1.0,1.0
76561197988922281,0.0,0.0
76561198014974789,0.0,0.0
76561198049775783,0.0,0.0
76561198016838181,1.0,1.0
76561198036256662,1.0,0.0
76561197994872286,0.0,0.0
76561198041379206,0.0,0.0
76561198010001511,1.0,1.0
76561199335324815,0.0,0.0
76561198139908577,0.0,0.0
76561197960335311,1.0,1.0
76561198038556165,1.0,1.0
76561198411619208,1.0,1.0
76561197960332616,1.0,1.0
76561198176116389,0.0,0.0
76561198048076196,1.0,1.0
76561198039886147,1.0,1.0
76561198179319487,0.0,0.0
76561198047884970,1.0,1.0
76561198026912448,0.0,0.0
76561198047167723,1.0,1.0
76561198028528793,1.0,1.0
76561198006248231,0.0,0.0
76561198272335001,1.0,1.0
76561198022855642,1.0,1.0
76561198012881777,0.0,0.0
76561197998843219,0.0,0.0
76561198354970828,1.0,1.0
76561198167529479,0.0,0.0
76561198042574421,1.0,1.0
76561198051840144,1.0,1.0
76561198802661056,1.0,1.0
76561197970675024,1.0,0.0
76561198142453927,1.0,1.0
76561198034154230,1.0,0.0
76561197970791672,0.0,0.0
76561198031357094,1.0,1.0
76561198256939238,0.0,0.0
76561197971565582,1.0,1.0
76561198030516476,1.0,1.0
76561197982079483,1.0,1.0
76561198035010599,1.0,1.0
76561198027177776,1.0,1.0
76561198076550948,1.0,1.0
76561197998116681,1.0,0.0
76561198011839810,1.0,0.0
76561198047015315,0.0,0.0
76561198082363887,0.0,0.0
76561197976301865,0.0,0.0
76561198086929527,0.0,0.0
76561198082583564,0.0,0.0
76561198049807324,1.0,1.0
76561198087733049,1.0,1.0
76561197985194605,0.0,0.0
76561198009198554,0.0,0.0
76561198031418338,1.0,1.0
76561198023531599,0.0,0.0
76561198013104879,0.0,0.0
76561198121273308,1.0,1.0
76561197986188338,0.0,0.0
76561197977451417,1.0,1.0
76561198068088128,0.0,0.0
76561198043982405,1.0,1.0
76561198016012993,0.0,0.0
76561198111678291,1.0,1.0
76561198004427256,0.0,0.0
76561198077330311,0.0,0.0
76561198017899277,0.0,0.0
76561197960286640,1.0,1.0
76561197979933859,0.0,0.0
76561198025213357,1.0,1.0
76561198219343843,1.0,0.0
76561198045337433,1.0,1.0
76561198006847847,0.0,0.0
76561198029732166,1.0,1.0
76561197989786789,1.0,1.0
76561198014882529,0.0,0.0
76561198141806754,0.0,0.0
76561198052646182,1.0,1.0
76561198245563714,1.0,1.0
76561198027732341,1.0,1.0
76561197998444372,0.0,0.0
76561198009854709,1.0,1.0
76561198303080182,1.0,1.0
76561197998883514,0.0,0.0
76561197985705987,0.0,0.0
76561198084178836,1.0,0.0
76561198074190161,0.0,0.0
76561198004429817,0.0,0.0
76561198067953510,1.0,1.0
76561198068736110,1.0,1.0
76561197996115754,1.0,1.0
76561199012979176,1.0,1.0
76561198025540438,1.0,0.0
76561197970493829,0.0,0.0
76561198052241443,0.0,0.0
76561198067031569,0.0,0.0
76561198008860688,0.0,0.0
76561198043251650,1.0,1.0
76561197973942166,1.0,1.0
76561198917350605,0.0,0.0
76561198061291431,1.0,1.0
76561198002794497,1.0,1.0
76561198061305249,1.0,1.0
76561198282831248,1.0,1.0
76561198090967045,0.0,0.0
76561197965333589,0.0,0.0
76561198016438920,1.0,1.0
76561198060685657,0.0,0.0
76561198027667124,1.0,1.0
76561198040884867,1.0,0.0
76561198098604636,1.0,0.0
76561198147470922,0.0,0.0
76561197992783558,1.0,0.0
76561198027616389,0.0,0.0
76561198058164023,0.0,0.0
76561198003498437,1.0,1.0
76561198180063266,1.0,1.0
76561198010594992,0.0,0.0
76561198281175891,1.0,0.0
76561198037003719,0.0,0.0
76561198105192566,0.0,0.0
76561197971164024,1.0,1.0
76561197989383643,0.0,0.0
76561198071692863,1.0,0.0
76561198215096428,1.0,1.0
76561198065877448,0.0,0.0
76561198035849045,0.0,0.0
76561198036995672,0.0,0.0
76561198030756323,1.0,0.0
76561198932467574,1.0,1.0
76561198005996565,0.0,0.0
76561198158905982,1.0,1.0
76561198006900269,1.0,1.0
76561198032550800,0.0,0.0
76561198051639199,0.0,0.0
76561198055487656,1.0,0.0
76561198032729607,1.0,1.0
76561198011659425,1.0,1.0
76561197986568026,1.0,1.0
76561198164951219,1.0,0.0
76561198064728961,0.0,0.0
76561198071967202,1.0,1.0
76561198286642793,1.0,1.0
76561197970539317,0.0,0.0
76561197995378175,1.0,1.0
76561198033206748,0.0,0.0
76561198030888094,1.0,1.0
76561198101771814,0.0,0.0
76561197988903500,1.0,1.0
76561198031008457,0.0,0.0
76561197987808170,1.0,1.0
76561197992121541,1.0,0.0
76561198027233260,0.0,0.0
76561197966468553,0.0,0.0
76561197960759094,0.0,0.0
76561198008799342,0.0,0.0
76561198038673878,1.0,0.0
76561198021653480,1.0,0.0
76561198339086631,1.0,1.0
76561198069376148,1.0,1.0
76561198043488004,0.0,0.0
76561198006236281,0.0,0.0
76561198052273764,0.0,0.0
76561198014788793,1.0,1.0
76561198020313592,1.0,1.0
76561198001080350,1.0,1.0
76561197991657927,1.0,1.0
76561198403797702,0.0,0.0
76561197973472887,1.0,0.0
76561198046979629,0.0,0.0
76561198123790631,1.0,1.0
76561197996710217,0.0,0.0
76561197960366517,1.0,1.0
76561198066718773,1.0,1.0
76561198843841573,1.0,1.0
76561198010028217,1.0,1.0
76561198047794531,1.0,1.0
76561198141517257,1.0,0.0
76561198091160098,1.0,1.0
76561198263705541,1.0,1.0
76561198047455579,0.0,0.0
76561197999304281,0.0,0.0
76561198034493521,1.0,1.0
76561198993846706,0.0,0.0
76561198088163711,0.0,0.0
76561198051919234,1.0,0.0
76561198025334646,1.0,0.0
76561198074137064,0.0,0.0
76561198068979743,1.0,1.0
76561197963135603,1.0,0.0
76561198036933650,0.0,0.0
76561198019124682,0.0,0.0
76561198077651994,1.0,0.0
76561197989848084,0.0,0.0
76561197996753153,0.0,0.0
76561197985011830,1.0,1.0
76561198013038909,0.0,0.0
76561197989964238,1.0,1.0
76561197963695471,1.0,1.0
76561198037510530,1.0,1.0
76561197960384929,0.0,0.0
76561198031209270,1.0,1.0
76561198811114019,0.0,0.0
76561197999843190,1.0,1.0
76561197962202166,0.0,0.0
76561197967628180,1.0,1.0
76561197988118202,0.0,0.0
76561197999359919,1.0,1.0
76561198050468382,0.0,0.0
76561197969226943,1.0,0.0
76561197961444200,1.0,1.0
76561198062255168,1.0,1.0
76561197975440895,1.0,1.0
76561197995240388,0.0,0.0
76561198106145311,0.0,0.0
76561197984916346,1.0,1.0
76561197965244835,1.0,1.0
76561198041031091,1.0,1.0
76561198047517097,1.0,1.0
76561199086020529,0.0,0.0
76561198077387115,0.0,0.0
76561198103648546,1.0,1.0
76561197972625086,0.0,0.0
76561199109080778,1.0,1.0
76561198213368405,1.0,1.0
76561198003232563,1.0,1.0
76561198043892935,0.0,0.0
76561198012913284,1.0,0.0
76561198105390244,1.0,1.0
76561198085422954,0.0,0.0
76561198296685552,0.0,0.0
76561198071221914,0.0,0.0
76561198023114816,0.0,0.0
76561197971424010,0.0,0.0
76561198108620000,1.0,1.0
76561198015279263,1.0,1.0
76561198025375592,1.0,1.0
76561197978785613,1.0,0.0
76561198344365498,1.0,1.0
76561198016946768,1.0,1.0
76561198088775500,0.0,0.0
