steamid,playtime_forever,achievement_count,crafting_count,crafting_percent,combat_count,combat_percent,exploration_count,exploration_percent,death_count,death_percent,leveling_count,leveling_percent,survival_count,survival_percent,efficiency_score,playtime_hours,engagement,achievement_efficiency,log_playtime,achievement_per_hour,player_segment
76561197999659168,786,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13.1,Dedicated (8-20h),0.0,2.6461747973841225,0.0,Casual Explorers
76561198035780173,455,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7.583333333333333,Regular (4-8h),0.0,2.1498223384416355,0.0,Casual Explorers
76561198057329243,140,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.3333333333333335,Casual (<4h),0.0,1.2039728043259361,0.0,Casual Explorers
76561198130370824,475,15,2,0.25,5,0.3333333333333333,4,0.6666666666666666,4,1.0,0,0.0,0,0.0,0.031578947368421,7.916666666666667,Regular (4-8h),1.894736842105263,2.187922184673906,0.031578282562472366,Casual Explorers
76561198165492519,229,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.1877729257641921,3.816666666666667,Casual (<4h),11.266375545851528,1.5720821258903315,0.1877647264311602,Efficient Achievers
76561198000711279,204,6,2,0.25,1,0.0666666666666666,1,0.1666666666666666,0,0.0,1,0.2,1,0.2,0.0294117647058823,3.4,Casual (<4h),1.7647058823529411,1.4816045409242156,0.02941032302338121,Casual Explorers
76561198162399308,1210,1,0,0.0,1,0.0666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.0008264462809917,20.166666666666668,Hardcore (>20h),0.04958677685950413,3.0524276172305362,0.0008264394509136288,Casual Explorers
76561198049291468,1037,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,17.283333333333335,Dedicated (8-20h),0.0,2.9059898980531296,0.0,Casual Explorers
76561198055326676,420,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7.0,Regular (4-8h),0.0,2.0794415416798357,0.0,Casual Explorers
76561198041689171,2575,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,42.916666666666664,Hardcore (>20h),0.0,3.782293898753362,0.0,Casual Explorers
76561197988672858,413,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6.883333333333334,Regular (4-8h),0.0,2.064750826269832,0.0,Casual Explorers
76561198161507346,2370,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.0181434599156118,39.5,Hardcore (>20h),1.0886075949367089,3.7013019741124933,0.01814338336125164,Non-Achievers
76561198187763739,812,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.0529556650246305,13.533333333333333,Dedicated (8-20h),3.1773399014778327,2.676444861686879,0.05295501286929964,Non-Achievers
76561198161310076,333,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.55,Regular (4-8h),0.0,1.8794650496471605,0.0,Casual Explorers
76561198009474997,3035,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.0141680395387149,50.583333333333336,Hardcore (>20h),0.8500823723228995,3.943198622896596,0.014167992856695694,Deep Engagers
76561198160320827,5288,23,6,0.75,5,0.3333333333333333,3,0.5,2,0.5,3,0.6,4,0.8,0.0043494704992435,88.13333333333334,Hardcore (>20h),0.2609682299546142,4.490133375999733,0.004349462274087984,Deep Engagers
